"","gene_name","glyma","desc"
"5672","LOC100798947","","probable LRR receptor-like serine/threonine-protein kinase At1g07650-like"
"5673",".",NA,NA
"5674",".",NA,NA
"5675",".",NA,NA
"5676",".",NA,NA
"5677",".",NA,NA
"5678","LOC106798422","","uncharacterized LOC106798422"
"5679",".",NA,NA
"5680",".",NA,NA
"5681",".",NA,NA
"5682",".",NA,NA
"5683","LOC100800529","","protein MAIN-LIKE 1-like"
"5684","LOC100800529","","protein MAIN-LIKE 1-like"
"5685",".",NA,NA
"5686",".",NA,NA
"5687",".",NA,NA
"5688",".",NA,NA
"5689","LOC100800529","","protein MAIN-LIKE 1-like"
"5690",".",NA,NA
"5691",".",NA,NA
"5692",".",NA,NA
"5693",".",NA,NA
"5694",".",NA,NA
"5695","LOC102666047","","uncharacterized LOC102666047"
"5696","LOC100801071","GLYMA_01G118900","probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840"
"5697","LOC102666760","","uncharacterized LOC102666760"
"5698",".",NA,NA
"5699","LOC106799773","","eggshell protein 2A-like"
"5700","LOC102667135","","uncharacterized LOC102667135"
"5701","LOC106799777","","uncharacterized LOC106799777"
"5702","LOC102662769","","uncharacterized LOC102662769"
"5703","LOC100788910","GLYMA_01G119300","ran-binding protein 1 homolog b"
"5704",".",NA,NA
"5705","LOC100788381","GLYMA_01G119400","ERBB-3 BINDING PROTEIN 1"
"5706","LOC102662901","","protein FAR1-RELATED SEQUENCE 9-like"
"5707","LOC102667658","","40S ribosomal protein S20-like"
"5708","LOC100789965","GLYMA_01G119500","AMP deaminase"
"5709","LOC100789965","GLYMA_01G119500","AMP deaminase"
"5710","SLE3","","systemic lupus erythmatosus susceptibility 1"
"5711","LOC100804263","","uncharacterized LOC100804263"
"5712","LOC100790493","GLYMA_01G119900","bifunctional monothiol glutaredoxin-S16, chloroplastic"
"5713","LOC100805327","GLYMA_01G120000","receptor-like protein 6"
"5714","LOC100806390","GLYMA_01G120100","receptor-like protein 6"
"5715","LOC100806924","","transketolase, chloroplastic-like"
"5716","LOC100807456","","receptor-like protein 6"
"5717","FAD8-1","GLYMA_01G120400","omega-3 fatty acid desaturase"
"5718","FAD8-1","GLYMA_01G120400","omega-3 fatty acid desaturase"
"5719","FAD8-1","GLYMA_01G120400","omega-3 fatty acid desaturase"
"5720","LOC100809059","","lysine histidine transporter-like 6"
"5721","LOC112997686","","rhomboid-like protein 19"
"5722","LOC102668485","GLYMA_01G120800","uncharacterized LOC102668485"
"5723","LOC106794202","","UDP-N-acetylglucosamine transferase subunit alg14-like"
"5724","LOC100809604","","uncharacterized LOC100809604"
"5725","LOC100810140","GLYMA_01G120900","uncharacterized LOC100810140"
"5726","LOC121172719","","UDP-N-acetylglucosamine transferase subunit alg14-like"
"5727","LOC112998059","","small nucleolar RNA R71"
"5728","LOC121172814","GLYMA_01G120950v4","uncharacterized LOC121172814"
"5729","LOC100791013","GLYMA_01G121000","trihelix transcription factor GT-3b"
"5730","LOC100811733","","uncharacterized LOC100811733"
"5731","LOC100811733","","uncharacterized LOC100811733"
"5732","LOC100812270","","uncharacterized LOC100812270"
"5733","LOC121172609","","uncharacterized LOC121172609"
"5734","LOC102665138","","uncharacterized LOC102665138"
"5735","LOC106799796","","uncharacterized LOC106799796"
"5736","LOC121174730","","uncharacterized LOC121174730"
"5737",".",NA,NA
"5738","LOC106794371","","glycine-rich protein HC1-like"
"5739","LOC100816546","GLYMA_01G121209v4","probable 2-oxoglutarate-dependent dioxygenase At5g05600"
"5740","LOC100793126","GLYMA_01G121218v4","PHD finger protein ALFIN-LIKE 1-like"
"5741","LOC100818138","GLYMA_09G106800","uncharacterized LOC100818138"
"5742","LOC100819205","","uncharacterized LOC100819205"
"5743","LOC100819742","","uncharacterized LOC100819742"
"5744","LOC106794489","","uncharacterized LOC106794489"
"5745","LOC100820275","GLYMA_01G121263v4","uncharacterized LOC100820275"
"5746","LOC106794488","GLYMA_01G121272v4","uncharacterized LOC106794488"
"5747","LOC102666323","GLYMA_09G106200","uncharacterized LOC102666323"
"5748","LOC121173227","","uncharacterized LOC121173227"
"5749","LOC102668875","","uncharacterized LOC106794305"
"5750","LOC102668875","","uncharacterized LOC106794305"
"5751","LOC102668875","","uncharacterized LOC106794305"
"5752","LOC100794182","GLYMA_01G121300","dnaJ homolog subfamily B member 1"
"5753",".",NA,NA
"5754","LOC100776979","GLYMA_01G121400","uncharacterized LOC100776979"
"5755","LOC100776979","GLYMA_01G121400","uncharacterized LOC100776979"
"5756","LOC121175215","","uncharacterized LOC121175215"
"5757","LOC102669672","","uncharacterized LOC102669797"
"5758","LOC102669672","","uncharacterized LOC102669797"
"5759","LOC100795945","GLYMA_01G121700","rhodanese-like domain-containing protein 10"
"5760","LOC100795945","GLYMA_01G121700","rhodanese-like domain-containing protein 10"
"5761",".",NA,NA
"5762","LOC100796467","GLYMA_01G122000","GDSL esterase/lipase CPRD49"
"5763",".",NA,NA
"5764",".",NA,NA
"5765",".",NA,NA
"5766",".",NA,NA
"5767","LOC100796998","GLYMA_01G122100v4","LIMR family protein At3g08930-like"
"5768","MIR4374A","gma-MIR4374a","microRNA MIR4374a"
"5769","MIR4374A","gma-MIR4374a","microRNA MIR4374a"
"5770",".",NA,NA
"5771","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5772","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5773","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5774","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5775","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5776","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5777","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5778",".",NA,NA
"5779","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5780","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5781","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5782","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5783","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5784","LOC100779117","GLYMA_01G122300","uncharacterized LOC100779117"
"5785","LOC102667599","","uncharacterized LOC102667599"
"5786","LOC121174400","","uncharacterized LOC121174400"
"5787","LOC102662047","","uncharacterized LOC102662047"
"5788","LOC100527289","GLYMA_01G122500","uncharacterized LOC100527289"
"5789","LOC112998052","","small nucleolar RNA R71"
"5790","LOC113002391","","replication factor C subunit 2-like"
"5791","LOC100797538","GLYMA_01G122800","vacuolar cation/proton exchanger 3"
"5792","LOC100797538","GLYMA_01G122800","vacuolar cation/proton exchanger 3"
"5793","MIR393B","AT1G31280, AtAGO2, T19E23.7, T19E23_7, argonaute 2","Argonaute family protein"
"5794","MIR393B","AT1G31280, AtAGO2, T19E23.7, T19E23_7, argonaute 2","Argonaute family protein"
"5795","LOC106799799","","uncharacterized LOC106799799"
"5796","LOC100783416","","vacuolar cation/proton exchanger 3-like"
"5797","MIR4359A","gma-MIR4359a","microRNA MIR4359a"
"5798","MIR4359A","gma-MIR4359a","microRNA MIR4359a"
"5799","LOC102667489","GLYMA_01G123000","transcription factor bHLH140"
"5800","LOC100798067","GLYMA_01G123100","UPF0098 protein TC_0109"
"5801","LOC112997864","","small nucleolar RNA R71"
"5802","LOC100799120","GLYMA_01G123300","BAG and ubiquitin domain-containing protein"
"5803","AMT2.3","GLYMA_01G123400, GmAMT2.3","ammonium transporter AMT2.3"
"5804",".",NA,NA
"5805","LOC121174850","","uncharacterized LOC121174850"
"5806","LOC121174743","","uncharacterized LOC121174743"
"5807","LOC102667998","","uncharacterized LOC102667998"
"5808","LOC100785011","","uncharacterized LOC100785011"
"5809","LOC121174851","","uncharacterized LOC121174851"
"5810","LOC102668525","","uncharacterized LOC102668525"
"5811","LOC121174748","","secreted RxLR effector protein 161-like"
"5812",".",NA,NA
"5813","LOC102660246","GLYMA_01G123600","two-component response regulator ARR18"
"5814","LOC112997897","","small nucleolar RNA Z159/U59"
"5815","LOC113002393","","pentatricopeptide repeat-containing protein At2g15690, mitochondrial-like"
"5816","LOC102660529","","uncharacterized LOC102660529"
"5817","LOC102660529","","uncharacterized LOC102660529"
"5818","LOC102660529","","uncharacterized LOC102660529"
"5819","LOC102660529","","uncharacterized LOC102660529"
"5820","LOC102660529","","uncharacterized LOC102660529"
"5821","LOC102660529","","uncharacterized LOC102660529"
"5822","LOC102660529","","uncharacterized LOC102660529"
"5823","LOC102669058","","uncharacterized LOC102669058"
"5824","LOC100799641","GLYMA_01G123900","ethylene-overproduction protein 1"
"5825",".",NA,NA
"5826","LOC102661002","GLYMA_01G124000","uncharacterized LOC102661002"
"5827","LOC106799806","","lectin-domain containing receptor kinase VI.4-like"
"5828","LOC100800176","GLYMA_01G124100","gamma-interferon-responsive lysosomal thiol protein"
"5829","LOC100800176","GLYMA_01G124100","gamma-interferon-responsive lysosomal thiol protein"
"5830","LOC100800176","GLYMA_01G124100","gamma-interferon-responsive lysosomal thiol protein"
"5831","LOC100800176","GLYMA_01G124100","gamma-interferon-responsive lysosomal thiol protein"
"5832","LOC100801248","GLYMA_01G124200","protein TIC 56, chloroplastic"
"5833","LOC100801792","GLYMA_01G124300","40S ribosomal protein S4"
"5834",".",NA,NA
"5835","LOC100802324","","CENP-B homolog protein 2-like"
"5836","SFERH-2","GLYMA_01G124500, Fer1-1","ferritin"
"5837","LOC100500143","GLYMA_01G124600","uncharacterized LOC100500143"
"5838","LOC100788199","GLYMA_01G124700","abscisic acid receptor PYL4"
"5839",".",NA,NA
"5840","LOC102669592","","uncharacterized LOC102669592"
"5841","LOC100789258","","protein trichome birefringence-like 34"
"5842","LOC100802854","GLYMA_01G124900","proteasome subunit alpha type-4"
"5843","LOC100802854","GLYMA_01G124900","proteasome subunit alpha type-4"
"5844","LOC100789791","GLYMA_01G125000","protein trichome birefringence-like 35"
"5845",".",NA,NA
"5846","LOC113002395","","uncharacterized LOC113002395"
"5847","LOC100791375","","uncharacterized LOC100791375"
"5848","LOC100792956","","uncharacterized LOC100792956"
"5849","LOC121173649","","uncharacterized LOC121173649"
"5850","MIR390C","gma-MIR390c","microRNA MIR390c"
"5851","MIR390C","gma-MIR390c","microRNA MIR390c"
"5852","LOC100500188","GLYMA_01G125100","uncharacterized LOC100500188"
"5853","LOC100500188","GLYMA_01G125100","uncharacterized LOC100500188"
"5854","LOC100793996","GLYMA_01G125200","receptor protein kinase-like protein ZAR1"
"5855","LOC121174753","","uncharacterized LOC121174753"
"5856","LOC121173650","","uncharacterized LOC121173650"
"5857","LOC100796110","GLYMA_01G125300","disease resistance protein RPV1"
"5858","LOC106794681","","uncharacterized LOC106794681"
"5859",".",NA,NA
"5860",".",NA,NA
"5861","LOC100797163","GLYMA_01G125400","disease resistance protein RPV1"
"5862","LOC100797163","GLYMA_01G125400","disease resistance protein RPV1"
"5863",".",NA,NA
"5864",".",NA,NA
"5865","LOC106798441","GLYMA_01G125500","uncharacterized LOC106798441"
"5866","LOC100798241","GLYMA_01G125600","uncharacterized LOC100798241"
"5867","LOC100798241","GLYMA_01G125600","uncharacterized LOC100798241"
"5868","LOC102659856","GLYMA_01G125700","ATP-dependent DNA helicase PIF1"
"5869","LOC100799290","GLYMA_01G125800","probably inactive leucine-rich repeat receptor-like protein kinase IMK2"
"5870","LOC100804273","GLYMA_01G125900","PRA1 family protein B4"
"5871","LOC100500101","GLYMA_01G126000","macrophage migration inhibitory factor homolog"
"5872",".",NA,NA
"5873","LOC102660251","GLYMA_01G126100","uncharacterized protein At2g29880"
"5874","LOC102663312","","uncharacterized LOC102663312"
"5875","LOC100805338","GLYMA_01G126200","macrophage migration inhibitory factor homolog"
"5876","LOC121174756","","secreted RxLR effector protein 161-like"
"5877","LOC121173719","","uncharacterized LOC121173719"
"5878","LOC102660492","GLYMA_01G126400","uncharacterized LOC102660492"
"5879","LOC100805877","GLYMA_01G126600","dirigent protein 22"
"5880",".",NA,NA
"5881","LOC100806400","GLYMA_01G126700","dirigent protein 19"
"5882","LOC106794684","","uncharacterized LOC106794684"
"5883",".",NA,NA
"5884","LOC100804078","GLYMA_01G126900","receptor-like protein 7"
"5885","LOC102660884","","uncharacterized LOC102660884"
"5886","LOC102661009","","uncharacterized LOC102661009"
"5887","LOC100806935","GLYMA_01G127100","dirigent protein 22"
"5888","LOC112997776","","dirigent protein 22-like"
"5889","DIR22","GLYMA_01G127200, GmDIR22","dirigent protein 22"
"5890",".",NA,NA
"5891","LOC102664221","","uncharacterized LOC102664221"
"5892","LOC112998056","","small nucleolar RNA R71"
"5893","LOC102661416","","protein EMSY-LIKE 3-like"
"5894","LOC100808866","GLYMA_01G127300","uncharacterized LOC100808866"
"5895","LOC100808866","GLYMA_01G127300","uncharacterized LOC100808866"
"5896","LOC100808866","GLYMA_01G127300","uncharacterized LOC100808866"
"5897","LOC100808529","GLYMA_01G127400","dirigent family protein"
"5898","LOC100809944","GLYMA_01G127500","patellin-6"
"5899","LOC100809068","","probable protein phosphatase 2C 74"
"5900","LOC100810478","","putative disease resistance protein At3g14460"
"5901","LOC106798444","","uncharacterized LOC106798444"
"5902","LOC106798444","","uncharacterized LOC106798444"
"5903","LOC106798444","","uncharacterized LOC106798444"
"5904","LOC100811015","GLYMA_01G127900","uncharacterized LOC100811015"
"5905","LOC100527392","GLYMA_01G128000","MARVEL domain-containing protein"
"5906",".",NA,NA
"5907","WRKY5","OSNPB_010584900, P0712E02.9, WRKY5","WRKY transcription factor SUSIBA2"
"5908","WRKY5","OSNPB_010584900, P0712E02.9, WRKY5","WRKY transcription factor SUSIBA2"
"5909","MIR4398","gma-MIR4398","microRNA MIR4398"
"5910","MIR4398","gma-MIR4398","microRNA MIR4398"
"5911",".",NA,NA
"5912","LOC100812083","GLYMA_01G128200","F-box/LRR-repeat protein 3"
"5913","LOC100813172","GLYMA_01G128300","solute carrier family 40 member 1"
"5914","LOC100813172","GLYMA_01G128300","solute carrier family 40 member 1"
"5915","LOC100813172","GLYMA_01G128300","solute carrier family 40 member 1"
"5916","LOC100813172","GLYMA_01G128300","solute carrier family 40 member 1"
"5917","LOC100813172","GLYMA_01G128300","solute carrier family 40 member 1"
"5918","LOC100813172","GLYMA_01G128300","solute carrier family 40 member 1"
"5919","LOC106794687","","uncharacterized LOC106794687"
"5920","LOC121173783","","uncharacterized LOC121173783"
"5921","LOC121173784","","uncharacterized LOC121173784"
"5922","LOC100813705","","solute carrier family 40 member 2-like"
"5923","LOC100527831","GLYMA_01G128500","uncharacterized LOC100527831"
"5924",".",NA,NA
"5925","LOC100527831","GLYMA_01G128500","uncharacterized LOC100527831"
"5926","LOC100814240","GLYMA_01G128700","protein SCAR2"
"5927","LOC100814240","GLYMA_01G128700","protein SCAR2"
"5928","LOC100814240","GLYMA_01G128700","protein SCAR2"
"5929","LOC112997894","","small nucleolar RNA R24"
"5930","LOC100815296","GLYMA_01G128750v4","protein FLX-like 3"
"5931","LOC100815828","GLYMA_01G128800","uncharacterized LOC100815828"
"5932",".",NA,NA
"5933","LOC100811220","GLYMA_01G129000","protein LURP-one-related 15"
"5934","LOC100527184","GLYMA_01G129100","uncharacterized LOC100527184"
"5935",".",NA,NA
"5936",".",NA,NA
"5937","LOC100170733","GLYMA_01G129400","alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial"
"5938","LOC100817958","","uncharacterized LOC100817958"
"5939","LOC100818496","GLYMA_01G129600","uncharacterized LOC100818496"
"5940","LOC100819028","","uncharacterized LOC100819028"
"5941","PIB1","E2(17)KB1, SFT, UBC4/5, UBCH5, UBCH5A","ubiquitin conjugating enzyme E2 D1"
"5942","LOC121174761","","uncharacterized mitochondrial protein AtMg00810-like"
"5943","LOC100775184","GLYMA_01G130000","non-specific lipid-transfer protein 1"
"5944","LOC100775184","GLYMA_01G130000","non-specific lipid-transfer protein 1"
"5945","LOC102664050","","uncharacterized LOC102664050"
"5946","TRNAI-AAU","TRNAI-AAU, TRNAI25","tRNA-Ile (anticodon AAT) 7-2"
"5947","LOC100776812","GLYMA_01G130200","non-specific lipid-transfer protein 1"
"5948","LOC112997861","","small nucleolar RNA R71"
"5949","LOC100777874","","cationic peroxidase 1-like"
"5950","LOC113001464","","uncharacterized LOC113001464"
"5951","LOC100778942","","uncharacterized LOC100778942"
"5952",".",NA,NA
"5953",".",NA,NA
"5954",".",NA,NA
"5955",".",NA,NA
"5956",".",NA,NA
"5957",".",NA,NA
"5958",".",NA,NA
"5959","LOC102666375","GLYMA_01G130400","uncharacterized LOC102666375"
"5960","LOC102665217","","transketolase, chloroplastic-like"
"5961","LOC100812820","GLYMA_01G130500","peroxidase P7"
"5962",".",NA,NA
"5963","LOC100781625","","uncharacterized LOC100781625"
"5964","LOC100814067","GLYMA_01G130800","peroxidase P7"
"5965","LBD1","IMD22, LSK, YT16, p56lck, pp58lck","LCK proto-oncogene, Src family tyrosine kinase"
"5966","LOC100814593","GLYMA_01G131100","aspartate aminotransferase, mitochondrial"
"5967","LOC100783232","GLYMA_01G131200","uncharacterized LOC100783232"
"5968","LOC100783770","GLYMA_01G131300","WEB family protein At2g38370"
"5969","LOC100783770","GLYMA_01G131300","WEB family protein At2g38370"
"5970","LOC100527899","GLYMA_01G131400","saposin B domain-containing protein"
"5971","LOC100527899","GLYMA_01G131400","saposin B domain-containing protein"
"5972","LOC100527899","GLYMA_01G131400","saposin B domain-containing protein"
"5973","LOC100527899","GLYMA_01G131400","saposin B domain-containing protein"
"5974","LOC100815651","GLYMA_01G131500","CBL-interacting protein kinase 2"
"5975","LOC100784832","GLYMA_01G131800","U-box domain-containing protein 16"
"5976","LOC100785362","GLYMA_01G131900","transcription repressor OFP3"
"5977","LOC106794690","","uncharacterized LOC106794690"
"5978","LOC121173874","","protein MAIN-LIKE 1-like"
"5979",".",NA,NA
"5980","LOC100816187","GLYMA_01G132000","probable serine/threonine-protein kinase WNK5"
